	P01_mock	P04_mock	P07_mock	P10_mock	P15_mock	P20_mock	P23_mock	P26_mock	P29_mock	P02_wt	P05_wt	P08_wt	P11_wt	P13_wt	P16_wt	P18_wt	P21_wt	P24_wt	P27_wt	P30_wt
AC099684.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099689.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099730.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099753.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099778.1	2	2	1	0	0	0	0	0	0	3	1	1	0	0	0	4	0	6	0	0
AC099778.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC099782.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099782.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
AC099785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099786.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099786.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099789.1	0	2	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	3	0	0
AC099791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099791.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC099791.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099791.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099794.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AC099795.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
AC099796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099796.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099799.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099804.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0
AC099811.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AC099811.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099811.3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AC099811.4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099811.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099811.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC099842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099850.1	1	1	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	14	0	0
AC099850.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099850.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100756.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100756.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100756.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100756.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100757.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100757.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100757.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100767.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100774.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100778.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100778.2	1	2	0	0	5	0	1	0	0	2	0	0	0	0	0	7	1	0	0	0
AC100778.3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100778.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC100779.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100781.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100782.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
AC100788.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	3	0	0	0	0
AC100791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100791.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100791.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
AC100793.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100793.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC100793.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC100793.4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC100797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100797.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100801.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100803.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100803.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100803.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100803.4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100807.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100810.1	7	0	3	0	0	2	29	0	0	7	4	0	0	0	0	0	0	40	0	0
AC100810.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100810.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100810.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100810.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100812.1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100814.1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
AC100821.1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
AC100821.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100823.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100823.2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
AC100825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100826.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100827.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100827.2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AC100827.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100827.4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100827.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100830.1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
AC100830.2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
AC100830.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100832.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100834.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100835.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100843.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AC100843.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100847.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100849.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100850.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100854.1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	11	0	0
AC100858.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100858.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100858.3	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	4	0	0	0	0
AC100858.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100861.1	12	12	4	0	1	0	55	0	4	37	14	6	0	12	4	15	0	74	0	0
AC100861.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
AC100868.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100871.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100872.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102797.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102941.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102941.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102945.2	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0
AC102953.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102953.2	1	3	3	0	0	0	4	0	1	14	7	3	0	0	0	9	0	8	0	0
AC103409.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103563.2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
AC103563.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103563.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103563.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103563.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103563.7	0	0	0	0	0	0	5	0	0	2	0	0	0	4	0	0	0	3	0	0
AC103563.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103563.9	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0
AC103564.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103564.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC103564.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103591.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103591.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103591.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
AC103591.4	2	4	0	0	0	0	2	0	0	2	0	1	0	0	0	3	0	9	0	0
AC103592.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103681.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103681.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103691.1	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	5	1	0
AC103691.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103702.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC103702.2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103703.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103705.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
AC103706.1	4	3	0	0	0	0	8	0	0	4	3	0	0	0	0	4	0	7	0	0
AC103706.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103706.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103710.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103719.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103724.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103724.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103724.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103724.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103726.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103726.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103739.1	2	0	0	0	4	0	2	0	0	4	0	0	0	0	0	5	0	0	0	0
AC103739.2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	4
AC103739.3	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	3	0	0
AC103740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103740.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103746.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC103758.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103760.1	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	7	0	0
AC103764.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103769.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
AC103770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103778.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103798.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103808.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103808.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103808.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103808.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103808.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103809.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	8	0	0	0	0
AC103810.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.3	5	3	0	7	0	0	19	0	0	8	1	2	0	0	1	4	2	22	0	4
AC103810.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103831.1	3	1	0	0	2	0	3	0	0	7	1	0	0	0	0	8	0	0	0	3
AC103833.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103833.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC103843.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103843.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103851.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103853.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103855.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103855.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103855.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103858.1	0	0	0	0	0	0	6	0	2	4	4	0	0	0	0	0	0	2	0	4
AC103858.2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
AC103858.3	2	2	0	0	4	2	7	0	4	15	1	1	0	0	7	30	0	23	0	0
AC103871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103874.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103876.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103879.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103881.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103923.1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AC103925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103952.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103952.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103957.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103968.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103974.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103974.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103987.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103988.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103993.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103996.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103996.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103996.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104002.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104002.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104010.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC104012.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104024.1	7	23	1	0	0	0	46	0	0	17	12	2	0	0	0	0	0	91	0	3
AC104024.2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
AC104024.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104024.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104027.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104031.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104042.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104046.1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AC104051.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104051.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104058.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104063.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104066.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104066.3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0
AC104066.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104066.5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104073.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104073.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104073.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104073.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104078.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0
